"station","year","julian day","hour","avg temp deg C"
"Ridgetop",2002,252,1800,29.29
"Ridgetop",2002,252,1900,26.86
"Ridgetop",2002,252,2000,25.92
"Ridgetop",2002,252,2100,25.64
"Ridgetop",2002,252,2200,24.69
"Ridgetop",2002,252,2300,24.79
"Ridgetop",2002,252,2400,25.49
"Ridgetop",2002,253,100,25.31
"Ridgetop",2002,253,200,24.39
"Ridgetop",2002,253,300,24.1
"Ridgetop",2002,253,400,23.66
"Ridgetop",2002,253,500,23.33
"Ridgetop",2002,253,600,22.12
"Ridgetop",2002,253,700,22.93
"Ridgetop",2002,253,800,24.71
"Ridgetop",2002,253,900,26.26
"Ridgetop",2002,253,1000,26.81
"Ridgetop",2002,253,1100,25.92
"Ridgetop",2002,253,1200,27.82
"Ridgetop",2002,253,1300,30.5
"Ridgetop",2002,253,1400,31.3
"Ridgetop",2002,253,1500,32.39
"Ridgetop",2002,253,1600,31.18
"Ridgetop",2002,253,1700,29.34
"Ridgetop",2002,253,1800,26.41
"Ridgetop",2002,253,1900,24.87
"Ridgetop",2002,253,2000,24.04
"Ridgetop",2002,253,2100,23.97
"Ridgetop",2002,253,2200,23.87
"Ridgetop",2002,253,2300,23.48
"Ridgetop",2002,253,2400,22.45
"Ridgetop",2002,254,100,22.52
"Ridgetop",2002,254,200,22.48
"Ridgetop",2002,254,300,22.64
"Ridgetop",2002,254,400,22.25
"Ridgetop",2002,254,500,22.06
"Ridgetop",2002,254,600,21.14
"Ridgetop",2002,254,700,20.75
"Ridgetop",2002,254,800,20.65
"Ridgetop",2002,254,900,20.25
"Ridgetop",2002,254,1000,19.85
"Ridgetop",2002,254,1100,19.76
"Ridgetop",2002,254,1200,18.53
"Ridgetop",2002,254,1300,16.52
"Ridgetop",2002,254,1400,16.59
"Ridgetop",2002,254,1500,16.78
"Ridgetop",2002,254,1600,17.66
"Ridgetop",2002,254,1700,18.5
"Ridgetop",2002,254,1800,17.15
"Ridgetop",2002,254,1900,15.71
"Ridgetop",2002,254,2000,15.1
"Ridgetop",2002,254,2100,14.45
"Ridgetop",2002,254,2200,13.96
"Ridgetop",2002,254,2300,13.38
"Ridgetop",2002,254,2400,12.71
"Ridgetop",2002,255,100,11.55
"Ridgetop",2002,255,200,10.94
"Ridgetop",2002,255,300,10.37
"Ridgetop",2002,255,400,9.59
"Ridgetop",2002,255,500,8.95
"Ridgetop",2002,255,600,8.2
"Ridgetop",2002,255,700,8.2
"Ridgetop",2002,255,800,8.97
"Ridgetop",2002,255,900,10.5
"Ridgetop",2002,255,1000,12.44
"Ridgetop",2002,255,1100,14.68
"Ridgetop",2002,255,1200,16.68
"Ridgetop",2002,255,1300,18.59
"Ridgetop",2002,255,1400,20.29
"Ridgetop",2002,255,1500,21.36
"Ridgetop",2002,255,1600,21.16
"Ridgetop",2002,255,1700,20.71
"Ridgetop",2002,255,1800,19.41
"Ridgetop",2002,255,1900,17.46
"Ridgetop",2002,255,2000,16.91
"Ridgetop",2002,255,2100,16.12
"Ridgetop",2002,255,2200,15.96
"Ridgetop",2002,255,2300,16.33
"Ridgetop",2002,255,2400,16.42
"Ridgetop",2002,256,100,16.15
"Ridgetop",2002,256,200,16.03
"Ridgetop",2002,256,300,16.65
"Ridgetop",2002,256,400,16.81
"Ridgetop",2002,256,500,16.66
"Ridgetop",2002,256,600,16.7
"Ridgetop",2002,256,700,17.1
"Ridgetop",2002,256,800,17.55
"Ridgetop",2002,256,900,18.04
"Ridgetop",2002,256,1000,19.93
"Ridgetop",2002,256,1100,21.81
"Ridgetop",2002,256,1200,23.33
"Ridgetop",2002,256,1300,24.8
"Ridgetop",2002,256,1400,26.19
"Ridgetop",2002,256,1500,26.83
"Ridgetop",2002,256,1600,27.04
"Ridgetop",2002,256,1700,26.73
"Ridgetop",2002,256,1800,25.28
"Ridgetop",2002,256,1900,23
"Ridgetop",2002,256,2000,22.68
"Ridgetop",2002,256,2100,22.69
"Ridgetop",2002,256,2200,22.56
"Ridgetop",2002,256,2300,21.63
"Ridgetop",2002,256,2400,20.99
"Ridgetop",2002,257,100,20.29
"Ridgetop",2002,257,200,19.83
"Ridgetop",2002,257,300,19.73
"Ridgetop",2002,257,400,19.34
"Ridgetop",2002,257,500,19.04
"Ridgetop",2002,257,600,18.88
"Ridgetop",2002,257,700,19.77
"Ridgetop",2002,257,800,20.49
"Ridgetop",2002,257,900,21.36
"Ridgetop",2002,257,1000,23.55
"Ridgetop",2002,257,1100,24.72
"Ridgetop",2002,257,1200,25.18
"Ridgetop",2002,257,1300,24.98
"Ridgetop",2002,257,1400,26.66
"Ridgetop",2002,257,1500,26.61
"Ridgetop",2002,257,1600,25.3
"Ridgetop",2002,257,1700,23.96
"Ridgetop",2002,257,1800,22.29
"Ridgetop",2002,257,1900,21.4
"Ridgetop",2002,257,2000,21.6
"Ridgetop",2002,257,2100,21.77
"Ridgetop",2002,257,2200,21.02
"Ridgetop",2002,257,2300,21.2
"Ridgetop",2002,257,2400,21.28
"Ridgetop",2002,258,100,21.22
"Ridgetop",2002,258,200,21.11
"Ridgetop",2002,258,300,20.88
"Ridgetop",2002,258,400,20.59
"Ridgetop",2002,258,500,20.66
"Ridgetop",2002,258,600,20.34
"Ridgetop",2002,258,700,20.51
"Ridgetop",2002,258,800,21.05
"Ridgetop",2002,258,900,21.64
"Ridgetop",2002,258,1000,22.54
"Ridgetop",2002,258,1100,22.82
"Ridgetop",2002,258,1200,21.74
"Ridgetop",2002,258,1300,21.04
"Ridgetop",2002,258,1400,21.2
"Ridgetop",2002,258,1500,20.93
"Ridgetop",2002,258,1600,20.51
"Ridgetop",2002,258,1700,20.22
"Ridgetop",2002,258,1800,20.13
"Ridgetop",2002,258,1900,19.94
"Ridgetop",2002,258,2000,19.68
"Ridgetop",2002,258,2100,19.65
"Ridgetop",2002,258,2200,19.45
"Ridgetop",2002,258,2300,19.59
"Ridgetop",2002,258,2400,19.68
"Ridgetop",2002,259,100,19.7
"Ridgetop",2002,259,200,19.52
"Ridgetop",2002,259,300,19.45
"Ridgetop",2002,259,400,19.49
"Ridgetop",2002,259,500,19.54
"Ridgetop",2002,259,600,19.64
"Ridgetop",2002,259,700,19.6
"Ridgetop",2002,259,800,20.01
"Ridgetop",2002,259,900,20.66
"Ridgetop",2002,259,1000,21.85
"Ridgetop",2002,259,1100,22.99
"Ridgetop",2002,259,1200,23.85
"Ridgetop",2002,259,1300,23.39
"Ridgetop",2002,259,1400,22.56
"Ridgetop",2002,259,1500,22.63
"Ridgetop",2002,259,1600,20.53
"Ridgetop",2002,259,1700,19.55
"Ridgetop",2002,259,1800,18.77
"Ridgetop",2002,259,1900,18.23
"Ridgetop",2002,259,2000,17.89
"Ridgetop",2002,259,2100,17.55
"Ridgetop",2002,259,2200,17.29
"Ridgetop",2002,259,2300,16.68
"Ridgetop",2002,259,2400,16.16
"Ridgetop",2002,260,100,15.07
"Ridgetop",2002,260,200,14.8
"Ridgetop",2002,260,300,14.54
"Ridgetop",2002,260,400,14.27
"Ridgetop",2002,260,500,13.75
"Ridgetop",2002,260,600,13.05
"Ridgetop",2002,260,700,12.94
"Ridgetop",2002,260,800,12.98
"Ridgetop",2002,260,900,14.08
"Ridgetop",2002,260,1000,16.23
"Ridgetop",2002,260,1100,18.09
"Ridgetop",2002,260,1200,20.34
"Ridgetop",2002,260,1300,21.74
"Ridgetop",2002,260,1400,23.03
"Ridgetop",2002,260,1500,24.17
"Ridgetop",2002,260,1600,24.99
"Ridgetop",2002,260,1700,24.56
"Ridgetop",2002,260,1800,22.8
"Ridgetop",2002,260,1900,19.68
"Ridgetop",2002,260,2000,19.41
"Ridgetop",2002,260,2100,18.99
"Ridgetop",2002,260,2200,18.41
"Ridgetop",2002,260,2300,17.37
"Ridgetop",2002,260,2400,17.54
"Ridgetop",2002,261,100,16.95
"Ridgetop",2002,261,200,16.86
"Ridgetop",2002,261,300,16.01
"Ridgetop",2002,261,400,14.41
"Ridgetop",2002,261,500,13.63
"Ridgetop",2002,261,600,13.51
"Ridgetop",2002,261,700,14.24
"Ridgetop",2002,261,800,15.18
"Ridgetop",2002,261,900,16.73
"Ridgetop",2002,261,1000,17.85
"Ridgetop",2002,261,1100,19.7
"Ridgetop",2002,261,1200,21
"Ridgetop",2002,261,1300,21.97
"Ridgetop",2002,261,1400,23.87
"Ridgetop",2002,261,1500,23.44
"Ridgetop",2002,261,1600,22.95
"Ridgetop",2002,261,1700,21.21
"Ridgetop",2002,261,1800,19.67
"Ridgetop",2002,261,1900,18.81
"Ridgetop",2002,261,2000,18.11
"Ridgetop",2002,261,2100,17.5
"Ridgetop",2002,261,2200,17.01
"Ridgetop",2002,261,2300,16.49
"Ridgetop",2002,261,2400,16.38
"Ridgetop",2002,262,100,16.51
"Ridgetop",2002,262,200,15.94
"Ridgetop",2002,262,300,15.81
"Ridgetop",2002,262,400,15.17
"Ridgetop",2002,262,500,15.52
"Ridgetop",2002,262,600,16.14
"Ridgetop",2002,262,700,16.48
"Ridgetop",2002,262,800,17.28
"Ridgetop",2002,262,900,18.72
"Ridgetop",2002,262,1000,20.24
"Ridgetop",2002,262,1100,21.77
"Ridgetop",2002,262,1200,22.71
"Ridgetop",2002,262,1300,24.5
"Ridgetop",2002,262,1400,25.37
"Ridgetop",2002,262,1500,24.79
"Ridgetop",2002,262,1600,23.24
"Ridgetop",2002,262,1700,22.19
"Ridgetop",2002,262,1800,19.77
"Ridgetop",2002,262,1900,18.97
"Ridgetop",2002,262,2000,18.21
"Ridgetop",2002,262,2100,17.43
"Ridgetop",2002,262,2200,16.98
"Ridgetop",2002,262,2300,16.77
"Ridgetop",2002,262,2400,16.57
"Ridgetop",2002,263,100,16.5
"Ridgetop",2002,263,200,16.57
"Ridgetop",2002,263,300,16.65
"Ridgetop",2002,263,400,16.57
"Ridgetop",2002,263,500,16.6
"Ridgetop",2002,263,600,16.56
"Ridgetop",2002,263,700,16.97
"Ridgetop",2002,263,800,17.33
"Ridgetop",2002,263,900,19.05
"Ridgetop",2002,263,1000,21.08
"Ridgetop",2002,263,1100,22.69
"Ridgetop",2002,263,1200,24.02
"Ridgetop",2002,263,1300,25.77
"Ridgetop",2002,263,1400,26.15
"Ridgetop",2002,263,1500,26.01
"Ridgetop",2002,263,1600,24.4
"Ridgetop",2002,263,1700,22.74
"Ridgetop",2002,263,1800,21.02
"Ridgetop",2002,263,1900,19.85
"Ridgetop",2002,263,2000,19.07
"Ridgetop",2002,263,2100,18.56
"Ridgetop",2002,263,2200,18.45
"Ridgetop",2002,263,2300,18.23
"Ridgetop",2002,263,2400,17.91
"Ridgetop",2002,264,100,17.85
"Ridgetop",2002,264,200,17.7
"Ridgetop",2002,264,300,17.71
"Ridgetop",2002,264,400,17.87
"Ridgetop",2002,264,500,18.16
"Ridgetop",2002,264,600,18.6
"Ridgetop",2002,264,700,18.85
"Ridgetop",2002,264,800,19.37
"Ridgetop",2002,264,900,20.12
"Ridgetop",2002,264,1000,21.2
"Ridgetop",2002,264,1100,23.12
"Ridgetop",2002,264,1200,24.42
"Ridgetop",2002,264,1300,24.35
"Ridgetop",2002,264,1400,24.79
"Ridgetop",2002,264,1500,26.04
"Ridgetop",2002,264,1600,25.38
"Ridgetop",2002,264,1700,23.74
"Ridgetop",2002,264,1800,22.95
"Ridgetop",2002,264,1900,22.22
"Ridgetop",2002,264,2000,21.67
"Ridgetop",2002,264,2100,21.33
"Ridgetop",2002,264,2200,21.32
"Ridgetop",2002,264,2300,21.06
"Ridgetop",2002,264,2400,20.94
"Ridgetop",2002,265,100,20.86
"Ridgetop",2002,265,200,20.58
"Ridgetop",2002,265,300,20.26
"Ridgetop",2002,265,400,19.85
"Ridgetop",2002,265,500,19.99
"Ridgetop",2002,265,600,19.43
"Ridgetop",2002,265,700,19.35
"Ridgetop",2002,265,800,20.2
"Ridgetop",2002,265,900,21.94
"Ridgetop",2002,265,1000,24.13
"Ridgetop",2002,265,1100,24.11
"Ridgetop",2002,265,1200,24.23
"Ridgetop",2002,265,1300,25.89
"Ridgetop",2002,265,1400,25.85
"Ridgetop",2002,265,1500,25.43
"Ridgetop",2002,265,1600,24.18
"Ridgetop",2002,265,1700,23.27
"Ridgetop",2002,265,1800,21.33
"Ridgetop",2002,265,1900,20.25
"Ridgetop",2002,265,2000,19.72
"Ridgetop",2002,265,2100,19.54
"Ridgetop",2002,265,2200,19.43
"Ridgetop",2002,265,2300,19.79
"Ridgetop",2002,265,2400,19.94
"Ridgetop",2002,266,100,20.35
"Ridgetop",2002,266,200,19.87
"Ridgetop",2002,266,300,19.51
"Ridgetop",2002,266,400,18.81
"Ridgetop",2002,266,500,17.83
"Ridgetop",2002,266,600,16.97
"Ridgetop",2002,266,700,15.72
"Ridgetop",2002,266,800,16.22
"Ridgetop",2002,266,900,16.61
"Ridgetop",2002,266,1000,16.21
"Ridgetop",2002,266,1100,17.31
"Ridgetop",2002,266,1200,18.01
"Ridgetop",2002,266,1300,18.38
"Ridgetop",2002,266,1400,19.75
"Ridgetop",2002,266,1500,20.13
"Ridgetop",2002,266,1600,18.91
"Ridgetop",2002,266,1700,17.87
"Ridgetop",2002,266,1800,17.19
"Ridgetop",2002,266,1900,15.63
"Ridgetop",2002,266,2000,14.74
"Ridgetop",2002,266,2100,13.66
"Ridgetop",2002,266,2200,13.24
"Ridgetop",2002,266,2300,12.67
"Ridgetop",2002,266,2400,12.2
"Ridgetop",2002,267,100,11.65
"Ridgetop",2002,267,200,11.3
"Ridgetop",2002,267,300,11.01
"Ridgetop",2002,267,400,10.68
"Ridgetop",2002,267,500,10.3
"Ridgetop",2002,267,600,9.81
"Ridgetop",2002,267,700,9.61
"Ridgetop",2002,267,800,10.93
"Ridgetop",2002,267,900,12.1
"Ridgetop",2002,267,1000,14.29
"Ridgetop",2002,267,1100,16.52
"Ridgetop",2002,267,1200,18.57
"Ridgetop",2002,267,1300,20.05
"Ridgetop",2002,267,1400,21.7
"Ridgetop",2002,267,1500,21.76
"Ridgetop",2002,267,1600,22.13
"Ridgetop",2002,267,1700,21.15
"Ridgetop",2002,267,1800,19.43
"Ridgetop",2002,267,1900,17.25
"Ridgetop",2002,267,2000,15.78
"Ridgetop",2002,267,2100,15.24
"Ridgetop",2002,267,2200,14.57
"Ridgetop",2002,267,2300,14.47
"Ridgetop",2002,267,2400,13.9
"Ridgetop",2002,268,100,13.47
"Ridgetop",2002,268,200,12.19
"Ridgetop",2002,268,300,11.48
"Ridgetop",2002,268,400,11.46
"Ridgetop",2002,268,500,12.11
"Ridgetop",2002,268,600,11.98
"Ridgetop",2002,268,700,11.24
"Ridgetop",2002,268,800,12.77
"Ridgetop",2002,268,900,14.36
"Ridgetop",2002,268,1000,15.73
"Ridgetop",2002,268,1100,16.81
"Ridgetop",2002,268,1200,18.32
"Ridgetop",2002,268,1300,20.15
"Ridgetop",2002,268,1400,21
"Ridgetop",2002,268,1500,21.52
"Ridgetop",2002,268,1600,20.5
"Ridgetop",2002,268,1700,20.06
"Ridgetop",2002,268,1800,17.56
"Ridgetop",2002,268,1900,17.01
"Ridgetop",2002,268,2000,16.85
"Ridgetop",2002,268,2100,16.61
"Ridgetop",2002,268,2200,16.27
"Ridgetop",2002,268,2300,15.99
"Ridgetop",2002,268,2400,15.47
"Ridgetop",2002,269,100,15.28
"Ridgetop",2002,269,200,14.8
"Ridgetop",2002,269,300,14.3
"Ridgetop",2002,269,400,13.83
"Ridgetop",2002,269,500,13.48
"Ridgetop",2002,269,600,13.51
"Ridgetop",2002,269,700,13.67
"Ridgetop",2002,269,800,13.68
"Ridgetop",2002,269,900,13.82
"Ridgetop",2002,269,1000,13.93
"Ridgetop",2002,269,1100,13.56
"Ridgetop",2002,269,1200,14.18
"Ridgetop",2002,269,1300,14.13
"Ridgetop",2002,269,1400,13.18
"Ridgetop",2002,269,1500,12.51
"Ridgetop",2002,269,1600,11.57
"Ridgetop",2002,269,1700,11.49
"Ridgetop",2002,269,1800,11.17
"Ridgetop",2002,269,1900,10.72
"Ridgetop",2002,269,2000,10.68
"Ridgetop",2002,269,2100,10.66
"Ridgetop",2002,269,2200,10.76
"Ridgetop",2002,269,2300,10.82
"Ridgetop",2002,269,2400,10.87
"Ridgetop",2002,270,100,10.85
"Ridgetop",2002,270,200,10.81
"Ridgetop",2002,270,300,10.88
"Ridgetop",2002,270,400,10.99
"Ridgetop",2002,270,500,10.95
"Ridgetop",2002,270,600,11.11
"Ridgetop",2002,270,700,11.26
"Ridgetop",2002,270,800,11.81
"Ridgetop",2002,270,900,12.69
"Ridgetop",2002,270,1000,13.13
"Ridgetop",2002,270,1100,13.24
"Ridgetop",2002,270,1200,13.7
"Ridgetop",2002,270,1300,14.09
"Ridgetop",2002,270,1400,14.52
"Ridgetop",2002,270,1500,14.91
"Ridgetop",2002,270,1600,15.75
"Ridgetop",2002,270,1700,17.09
"Ridgetop",2002,270,1800,18.62
"Ridgetop",2002,270,1900,19.98
"Ridgetop",2002,270,2000,20.69
"Ridgetop",2002,270,2100,21.07
"Ridgetop",2002,270,2200,21.49
"Ridgetop",2002,270,2300,21.88
"Ridgetop",2002,270,2400,21.13
"Ridgetop",2002,271,100,20.8
"Ridgetop",2002,271,200,19.15
"Ridgetop",2002,271,300,17.37
"Ridgetop",2002,271,400,16.14
"Ridgetop",2002,271,500,15.27
"Ridgetop",2002,271,600,14.48
"Ridgetop",2002,271,700,13.94
"Ridgetop",2002,271,800,14.22
"Ridgetop",2002,271,900,15.68
"Ridgetop",2002,271,1000,17.31
"Ridgetop",2002,271,1100,18.74
"Ridgetop",2002,271,1200,19.16
"Ridgetop",2002,271,1300,19.6
"Ridgetop",2002,271,1400,19.37
"Ridgetop",2002,271,1500,19.73
"Ridgetop",2002,271,1600,19.85
"Ridgetop",2002,271,1700,19.11
"Ridgetop",2002,271,1800,16.98
"Ridgetop",2002,271,1900,15.58
"Ridgetop",2002,271,2000,14.66
"Ridgetop",2002,271,2100,13.66
"Ridgetop",2002,271,2200,12.69
"Ridgetop",2002,271,2300,11.84
"Ridgetop",2002,271,2400,11.55
"Ridgetop",2002,272,100,10.78
"Ridgetop",2002,272,200,9.87
"Ridgetop",2002,272,300,9.17
"Ridgetop",2002,272,400,8.63
"Ridgetop",2002,272,500,8.23
"Ridgetop",2002,272,600,7.91
"Ridgetop",2002,272,700,7.69
"Ridgetop",2002,272,800,8.86
"Ridgetop",2002,272,900,10.21
"Ridgetop",2002,272,1000,11.92
"Ridgetop",2002,272,1100,14.53
"Ridgetop",2002,272,1200,15.81
"Ridgetop",2002,272,1300,17.21
"Ridgetop",2002,272,1400,18.12
"Ridgetop",2002,272,1500,19.06
"Ridgetop",2002,272,1600,19.8
"Ridgetop",2002,272,1700,19.36
"Ridgetop",2002,272,1800,15.84
"Ridgetop",2002,272,1900,13.95
"Ridgetop",2002,272,2000,14.24
"Ridgetop",2002,272,2100,13.93
"Ridgetop",2002,272,2200,13.42
"Ridgetop",2002,272,2300,13.17
"Ridgetop",2002,272,2400,13.05
"Ridgetop",2002,273,100,13.07
"Ridgetop",2002,273,200,13.03
"Ridgetop",2002,273,300,12.83
"Ridgetop",2002,273,400,12.86
"Ridgetop",2002,273,500,12.86
"Ridgetop",2002,273,600,12.9
"Ridgetop",2002,273,700,13.05
"Ridgetop",2002,273,800,13.87
"Ridgetop",2002,273,900,14.89
"Ridgetop",2002,273,1000,16.63
"Ridgetop",2002,273,1100,18.73
"Ridgetop",2002,273,1200,20.07
"Ridgetop",2002,273,1300,20.38
"Ridgetop",2002,273,1400,21.6
"Ridgetop",2002,273,1500,21.98
"Ridgetop",2002,273,1600,21.7
"Ridgetop",2002,273,1700,20.68
"Ridgetop",2002,273,1800,18.1
"Ridgetop",2002,273,1900,16.33
"Ridgetop",2002,273,2000,15.79
"Ridgetop",2002,273,2100,15.04
"Ridgetop",2002,273,2200,14.76
"Ridgetop",2002,273,2300,14.89
"Ridgetop",2002,273,2400,15.01
"Ridgetop",2002,274,100,15.37
"Ridgetop",2002,274,200,14.84
"Ridgetop",2002,274,300,14.92
"Ridgetop",2002,274,400,14.89
"Ridgetop",2002,274,500,15.02
"Ridgetop",2002,274,600,15.17
"Ridgetop",2002,274,700,14.91
"Ridgetop",2002,274,800,15.52
"Ridgetop",2002,274,900,16.77
"Ridgetop",2002,274,1000,18.17
"Ridgetop",2002,274,1100,20.21
"Ridgetop",2002,274,1200,22.49
"Ridgetop",2002,274,1300,24.03
"Ridgetop",2002,274,1400,24.99
"Ridgetop",2002,274,1500,25.78
"Ridgetop",2002,274,1600,25.82
"Ridgetop",2002,274,1700,24.2
"Ridgetop",2002,274,1800,21.85
"Ridgetop",2002,274,1900,21.06
"Ridgetop",2002,274,2000,20.87
"Ridgetop",2002,274,2100,20.59
"Ridgetop",2002,274,2200,20.31
"Ridgetop",2002,274,2300,20.14
"Ridgetop",2002,274,2400,20.17
"Ridgetop",2002,275,100,19.95
"Ridgetop",2002,275,200,20.2
"Ridgetop",2002,275,300,19.91
"Ridgetop",2002,275,400,19.33
"Ridgetop",2002,275,500,18.97
"Ridgetop",2002,275,600,18.66
"Ridgetop",2002,275,700,19.15
"Ridgetop",2002,275,800,19.82
"Ridgetop",2002,275,900,20.46
"Ridgetop",2002,275,1000,21.5
"Ridgetop",2002,275,1100,23.05
"Ridgetop",2002,275,1200,25.11
"Ridgetop",2002,275,1300,26.81
"Ridgetop",2002,275,1400,27.31
"Ridgetop",2002,275,1500,27.85
"Ridgetop",2002,275,1600,26.57
"Ridgetop",2002,275,1700,25.57
"Ridgetop",2002,275,1800,24.47
"Ridgetop",2002,275,1900,23.81
"Ridgetop",2002,275,2000,23.47
"Ridgetop",2002,275,2100,22.96
"Ridgetop",2002,275,2200,22.31
"Ridgetop",2002,275,2300,22.33
"Ridgetop",2002,275,2400,22.33
"Ridgetop",2002,276,100,21.88
"Ridgetop",2002,276,200,21.43
"Ridgetop",2002,276,300,21.75
"Ridgetop",2002,276,400,21.38
"Ridgetop",2002,276,500,20.86
"Ridgetop",2002,276,600,20.35
"Ridgetop",2002,276,700,20.24
"Ridgetop",2002,276,800,20.15
"Ridgetop",2002,276,900,20.41
"Ridgetop",2002,276,1000,19.91
"Ridgetop",2002,276,1100,18.12
"Ridgetop",2002,276,1200,19.61
"Ridgetop",2002,276,1300,19.29
"Ridgetop",2002,276,1400,17.46
"Ridgetop",2002,276,1500,16.72
"Ridgetop",2002,276,1600,16.17
"Ridgetop",2002,276,1700,14.7
"Ridgetop",2002,276,1800,13.46
"Ridgetop",2002,276,1900,12.64
"Ridgetop",2002,276,2000,11.95
"Ridgetop",2002,276,2100,11.73
"Ridgetop",2002,276,2200,11.31
"Ridgetop",2002,276,2300,11.18
"Ridgetop",2002,276,2400,11.22
"Ridgetop",2002,277,100,12.62
"Ridgetop",2002,277,200,12.78
"Ridgetop",2002,277,300,12.57
"Ridgetop",2002,277,400,12.37
"Ridgetop",2002,277,500,12.1
"Ridgetop",2002,277,600,11.76
"Ridgetop",2002,277,700,11.42
"Ridgetop",2002,277,800,11.3
"Ridgetop",2002,277,900,11.26
"Ridgetop",2002,277,1000,11.39
"Ridgetop",2002,277,1100,11.68
"Ridgetop",2002,277,1200,11.96
"Ridgetop",2002,277,1300,12.32
"Ridgetop",2002,277,1400,12.59
"Ridgetop",2002,277,1500,13.01
"Ridgetop",2002,277,1600,13.44
"Ridgetop",2002,277,1700,14.01
"Ridgetop",2002,277,1800,14.89
"Ridgetop",2002,277,1900,15.89
"Ridgetop",2002,277,2000,16.84
"Ridgetop",2002,277,2100,17.97
"Ridgetop",2002,277,2200,18.8
"Ridgetop",2002,277,2300,19.37
"Ridgetop",2002,277,2400,19.54
"Ridgetop",2002,278,100,19.95
"Ridgetop",2002,278,200,20.27
"Ridgetop",2002,278,300,20.42
"Ridgetop",2002,278,400,20.52
"Ridgetop",2002,278,500,20.55
"Ridgetop",2002,278,600,20.48
"Ridgetop",2002,278,700,20.11
"Ridgetop",2002,278,800,20.02
"Ridgetop",2002,278,900,20.5
"Ridgetop",2002,278,1000,21.02
"Ridgetop",2002,278,1100,21.62
"Ridgetop",2002,278,1200,22.37
"Ridgetop",2002,278,1300,22.66
"Ridgetop",2002,278,1400,24.01
"Ridgetop",2002,278,1500,23.78
"Ridgetop",2002,278,1600,22.7
"Ridgetop",2002,278,1700,21.51
"Ridgetop",2002,278,1800,18.98
"Ridgetop",2002,278,1900,17.14
"Ridgetop",2002,278,2000,15.73
"Ridgetop",2002,278,2100,14.4
"Ridgetop",2002,278,2200,13.18
"Ridgetop",2002,278,2300,12.21
"Ridgetop",2002,278,2400,11.63
"Ridgetop",2002,279,100,11.1
"Ridgetop",2002,279,200,10.76
"Ridgetop",2002,279,300,10.58
"Ridgetop",2002,279,400,10.06
"Ridgetop",2002,279,500,9.49
"Ridgetop",2002,279,600,8.77
"Ridgetop",2002,279,700,8.84
"Ridgetop",2002,279,800,10.02
"Ridgetop",2002,279,900,11.07
"Ridgetop",2002,279,1000,12.16
"Ridgetop",2002,279,1100,14.77
"Ridgetop",2002,279,1200,17.12
"Ridgetop",2002,279,1300,18.08
"Ridgetop",2002,279,1400,18.4
"Ridgetop",2002,279,1500,18.37
"Ridgetop",2002,279,1600,17.45
"Ridgetop",2002,279,1700,15.02
"Ridgetop",2002,279,1800,13.59
"Ridgetop",2002,279,1900,13.08
"Ridgetop",2002,279,2000,12.54
"Ridgetop",2002,279,2100,11.99
"Ridgetop",2002,279,2200,11.28
"Ridgetop",2002,279,2300,11.01
"Ridgetop",2002,279,2400,11.44
"Ridgetop",2002,280,100,12.18
"Ridgetop",2002,280,200,12.25
"Ridgetop",2002,280,300,12.35
"Ridgetop",2002,280,400,12.51
"Ridgetop",2002,280,500,12.83
"Ridgetop",2002,280,600,13.26
"Ridgetop",2002,280,700,13.72
"Ridgetop",2002,280,800,14.37
"Ridgetop",2002,280,900,15.42
"Ridgetop",2002,280,1000,16.8
"Ridgetop",2002,280,1100,18.35
"Ridgetop",2002,280,1200,19.73
"Ridgetop",2002,280,1300,20.05
"Ridgetop",2002,280,1400,19.87
"Ridgetop",2002,280,1500,18.77
"Ridgetop",2002,280,1600,18.67
"Ridgetop",2002,280,1700,16.7
"Ridgetop",2002,280,1800,15.27
"Ridgetop",2002,280,1900,13.7
"Ridgetop",2002,280,2000,12.38
"Ridgetop",2002,280,2100,11.43
"Ridgetop",2002,280,2200,10.83
"Ridgetop",2002,280,2300,9.86
"Ridgetop",2002,280,2400,9.04
"Ridgetop",2002,281,100,7.84
"Ridgetop",2002,281,200,7.34
"Ridgetop",2002,281,300,6.79
"Ridgetop",2002,281,400,6.74
"Ridgetop",2002,281,500,6.33
"Ridgetop",2002,281,600,6.01
"Ridgetop",2002,281,700,5.83
"Ridgetop",2002,281,800,6.37
"Ridgetop",2002,281,900,7.47
"Ridgetop",2002,281,1000,9.53
"Ridgetop",2002,281,1100,11.49
"Ridgetop",2002,281,1200,12.55
"Ridgetop",2002,281,1300,13.64
"Ridgetop",2002,281,1400,13.93
"Ridgetop",2002,281,1500,14.23
"Ridgetop",2002,281,1600,14.61
"Ridgetop",2002,281,1700,12.94
"Ridgetop",2002,281,1800,10.05
"Ridgetop",2002,281,1900,9.98
"Ridgetop",2002,281,2000,9.84
"Ridgetop",2002,281,2100,9.66
"Ridgetop",2002,281,2200,9.58
"Ridgetop",2002,281,2300,9.73
"Ridgetop",2002,281,2400,9.6
"Ridgetop",2002,282,100,9.63
"Ridgetop",2002,282,200,9.4
"Ridgetop",2002,282,300,8.44
"Ridgetop",2002,282,400,8.33
"Ridgetop",2002,282,500,6.24
"Ridgetop",2002,282,600,7.02
"Ridgetop",2002,282,700,7.59
"Ridgetop",2002,282,800,8.53
"Ridgetop",2002,282,900,9.67
